Gene stable ID	Protein stable ID
ENSJJAG00000015328	ENSJJAP00000012240
ENSJJAG00000015329	ENSJJAP00000012238
ENSJJAG00000015330	ENSJJAP00000012237
ENSJJAG00000015331	ENSJJAP00000012245
ENSJJAG00000015331	ENSJJAP00000012249
ENSJJAG00000015331	ENSJJAP00000012254
ENSJJAG00000015332	ENSJJAP00000012244
ENSJJAG00000015333	ENSJJAP00000012239
ENSJJAG00000015334	ENSJJAP00000012243
ENSJJAG00000015335	ENSJJAP00000012279
ENSJJAG00000015336	ENSJJAP00000012246
ENSJJAG00000015336	ENSJJAP00000012250
ENSJJAG00000015337	ENSJJAP00000012252
ENSJJAG00000015337	ENSJJAP00000012256
ENSJJAG00000015338	ENSJJAP00000012251
ENSJJAG00000015339	ENSJJAP00000012261
ENSJJAG00000015339	ENSJJAP00000012266
ENSJJAG00000015340	ENSJJAP00000012253
ENSJJAG00000015341	ENSJJAP00000012258
ENSJJAG00000015342	ENSJJAP00000012265
ENSJJAG00000015343	ENSJJAP00000012269
ENSJJAG00000015343	ENSJJAP00000012273
ENSJJAG00000015344	ENSJJAP00000012270
ENSJJAG00000015345	ENSJJAP00000012257
ENSJJAG00000015346	ENSJJAP00000012259
ENSJJAG00000015347	ENSJJAP00000012260
ENSJJAG00000015348	ENSJJAP00000012282
ENSJJAG00000015348	ENSJJAP00000012284
ENSJJAG00000015348	ENSJJAP00000012289
ENSJJAG00000015348	ENSJJAP00000012292
ENSJJAG00000015349	ENSJJAP00000012263
ENSJJAG00000015350	ENSJJAP00000012268
ENSJJAG00000015351	ENSJJAP00000012262
ENSJJAG00000015352	ENSJJAP00000012264
ENSJJAG00000015352	ENSJJAP00000012267
ENSJJAG00000015353	ENSJJAP00000012276
ENSJJAG00000015354	ENSJJAP00000012274
ENSJJAG00000015355	ENSJJAP00000012299
ENSJJAG00000015355	ENSJJAP00000012302
ENSJJAG00000015356	ENSJJAP00000012278
ENSJJAG00000015357	ENSJJAP00000012283
ENSJJAG00000015357	ENSJJAP00000012291
ENSJJAG00000015358	ENSJJAP00000012318
ENSJJAG00000015359	ENSJJAP00000012303
ENSJJAG00000015359	ENSJJAP00000012304
ENSJJAG00000015360	ENSJJAP00000012317
ENSJJAG00000015361	ENSJJAP00000012280
ENSJJAG00000015362	ENSJJAP00000012287
ENSJJAG00000015363	ENSJJAP00000012285
ENSJJAG00000015364	ENSJJAP00000012286
ENSJJAG00000015365	ENSJJAP00000012307
ENSJJAG00000015366	ENSJJAP00000012288
ENSJJAG00000015367	ENSJJAP00000012300
ENSJJAG00000015368	ENSJJAP00000012306
ENSJJAG00000015368	ENSJJAP00000012311
ENSJJAG00000015369	ENSJJAP00000012295
ENSJJAG00000015370	ENSJJAP00000012294
ENSJJAG00000015370	ENSJJAP00000012296
ENSJJAG00000015371	ENSJJAP00000012309
ENSJJAG00000015372	ENSJJAP00000012316
ENSJJAG00000015373	ENSJJAP00000012297
ENSJJAG00000015374	ENSJJAP00000012338
ENSJJAG00000015374	ENSJJAP00000012344
ENSJJAG00000015374	ENSJJAP00000012348
ENSJJAG00000015374	ENSJJAP00000012352
ENSJJAG00000015375	ENSJJAP00000012363
ENSJJAG00000015376	ENSJJAP00000012305
ENSJJAG00000015377	ENSJJAP00000012312
ENSJJAG00000015378	ENSJJAP00000012310
ENSJJAG00000015379	ENSJJAP00000012314
ENSJJAG00000015380	ENSJJAP00000012327
ENSJJAG00000015380	ENSJJAP00000012334
ENSJJAG00000015381	ENSJJAP00000012319
ENSJJAG00000015382	ENSJJAP00000012322
ENSJJAG00000015383	ENSJJAP00000012340
ENSJJAG00000015383	ENSJJAP00000012345
ENSJJAG00000015384	ENSJJAP00000012320
ENSJJAG00000015385	ENSJJAP00000012337
ENSJJAG00000015386	ENSJJAP00000012329
ENSJJAG00000015386	ENSJJAP00000012331
ENSJJAG00000015387	ENSJJAP00000012321
ENSJJAG00000015388	ENSJJAP00000012323
ENSJJAG00000015389	ENSJJAP00000012324
ENSJJAG00000015390	ENSJJAP00000012328
ENSJJAG00000015391	ENSJJAP00000012325
ENSJJAG00000015392	ENSJJAP00000012326
ENSJJAG00000015393	ENSJJAP00000012330
ENSJJAG00000015394	ENSJJAP00000012332
ENSJJAG00000015395	ENSJJAP00000012364
ENSJJAG00000015396	ENSJJAP00000012333
ENSJJAG00000015397	ENSJJAP00000012335
ENSJJAG00000015398	ENSJJAP00000012336
ENSJJAG00000015399	ENSJJAP00000012343
ENSJJAG00000015400	ENSJJAP00000012339
ENSJJAG00000015401	ENSJJAP00000012371
ENSJJAG00000015401	ENSJJAP00000012373
ENSJJAG00000015402	ENSJJAP00000012341
ENSJJAG00000015403	ENSJJAP00000012342
ENSJJAG00000015403	ENSJJAP00000012349
ENSJJAG00000015404	ENSJJAP00000012347
ENSJJAG00000015405	ENSJJAP00000012346
ENSJJAG00000015406	ENSJJAP00000012353
ENSJJAG00000015406	ENSJJAP00000012356
ENSJJAG00000015407	ENSJJAP00000012357
ENSJJAG00000015408	ENSJJAP00000012351
ENSJJAG00000015409	ENSJJAP00000012350
ENSJJAG00000015410	ENSJJAP00000012355
ENSJJAG00000015411	ENSJJAP00000012354
ENSJJAG00000015412	ENSJJAP00000012358
ENSJJAG00000015413	ENSJJAP00000012380
ENSJJAG00000015414	ENSJJAP00000012361
ENSJJAG00000015415	ENSJJAP00000012359
ENSJJAG00000015416	ENSJJAP00000012370
ENSJJAG00000015416	ENSJJAP00000012372
ENSJJAG00000015417	ENSJJAP00000012360
ENSJJAG00000015418	ENSJJAP00000012365
ENSJJAG00000015419	ENSJJAP00000012415
ENSJJAG00000015419	ENSJJAP00000012419
ENSJJAG00000015420	ENSJJAP00000012362
ENSJJAG00000015421	ENSJJAP00000012368
ENSJJAG00000015422	ENSJJAP00000012366
ENSJJAG00000015423	ENSJJAP00000012367
ENSJJAG00000015424	ENSJJAP00000012369
ENSJJAG00000015425	ENSJJAP00000012379
ENSJJAG00000015425	ENSJJAP00000012381
ENSJJAG00000015426	ENSJJAP00000012490
ENSJJAG00000015426	ENSJJAP00000012499
ENSJJAG00000015427	ENSJJAP00000012376
ENSJJAG00000015428	ENSJJAP00000012382
ENSJJAG00000015428	ENSJJAP00000012392
ENSJJAG00000015429	ENSJJAP00000012375
ENSJJAG00000015430	ENSJJAP00000012374
ENSJJAG00000015431	ENSJJAP00000012378
ENSJJAG00000015432	ENSJJAP00000012377
ENSJJAG00000015433	ENSJJAP00000012383
ENSJJAG00000015434	ENSJJAP00000012385
ENSJJAG00000015434	ENSJJAP00000012389
ENSJJAG00000015435	ENSJJAP00000012390
ENSJJAG00000015435	ENSJJAP00000012393
ENSJJAG00000015436	ENSJJAP00000012387
ENSJJAG00000015436	ENSJJAP00000012398
ENSJJAG00000015436	ENSJJAP00000012403
ENSJJAG00000015437	ENSJJAP00000012395
ENSJJAG00000015437	ENSJJAP00000012396
ENSJJAG00000015438	ENSJJAP00000012399
ENSJJAG00000015438	ENSJJAP00000012402
ENSJJAG00000015439	ENSJJAP00000012388
ENSJJAG00000015440	ENSJJAP00000012384
ENSJJAG00000015441	ENSJJAP00000012386
ENSJJAG00000015442	ENSJJAP00000012414
ENSJJAG00000015443	ENSJJAP00000012391
ENSJJAG00000015444	ENSJJAP00000012394
ENSJJAG00000015445	ENSJJAP00000012397
ENSJJAG00000015445	ENSJJAP00000012401
ENSJJAG00000015446	ENSJJAP00000012411
ENSJJAG00000015447	ENSJJAP00000012400
ENSJJAG00000015448	ENSJJAP00000012407
ENSJJAG00000015449	ENSJJAP00000012406
ENSJJAG00000015450	ENSJJAP00000012505
ENSJJAG00000015451	ENSJJAP00000012408
ENSJJAG00000015452	ENSJJAP00000012404
ENSJJAG00000015453	ENSJJAP00000012405
ENSJJAG00000015454	ENSJJAP00000012409
ENSJJAG00000015455	ENSJJAP00000012410
ENSJJAG00000015456	ENSJJAP00000012413
ENSJJAG00000015456	ENSJJAP00000012416
ENSJJAG00000015457	ENSJJAP00000012412
ENSJJAG00000015458	ENSJJAP00000012427
ENSJJAG00000015459	ENSJJAP00000012420
ENSJJAG00000015459	ENSJJAP00000012423
ENSJJAG00000015459	ENSJJAP00000012426
ENSJJAG00000015460	ENSJJAP00000012417
ENSJJAG00000015461	ENSJJAP00000012418
ENSJJAG00000015462	ENSJJAP00000012421
ENSJJAG00000015463	ENSJJAP00000012430
ENSJJAG00000015464	ENSJJAP00000012422
ENSJJAG00000015465	ENSJJAP00000012424
ENSJJAG00000015466	ENSJJAP00000012425
ENSJJAG00000015467	ENSJJAP00000012450
ENSJJAG00000015468	ENSJJAP00000012428
ENSJJAG00000015468	ENSJJAP00000012433
ENSJJAG00000015469	ENSJJAP00000012431
ENSJJAG00000015470	ENSJJAP00000012429
ENSJJAG00000015471	ENSJJAP00000012435
ENSJJAG00000015472	ENSJJAP00000012437
ENSJJAG00000015472	ENSJJAP00000012441
ENSJJAG00000015473	ENSJJAP00000012432
ENSJJAG00000015474	ENSJJAP00000012449
ENSJJAG00000015474	ENSJJAP00000012453
ENSJJAG00000015475	ENSJJAP00000012434
ENSJJAG00000015476	ENSJJAP00000012521
ENSJJAG00000015476	ENSJJAP00000012528
ENSJJAG00000015476	ENSJJAP00000012531
ENSJJAG00000015477	ENSJJAP00000012439
ENSJJAG00000015478	ENSJJAP00000012447
ENSJJAG00000015478	ENSJJAP00000012448
ENSJJAG00000015479	ENSJJAP00000012443
ENSJJAG00000015479	ENSJJAP00000012446
ENSJJAG00000015480	ENSJJAP00000012436
ENSJJAG00000015481	ENSJJAP00000012438
ENSJJAG00000015482	ENSJJAP00000012440
ENSJJAG00000015483	ENSJJAP00000012472
ENSJJAG00000015483	ENSJJAP00000012475
ENSJJAG00000015484	ENSJJAP00000012489
ENSJJAG00000015485	ENSJJAP00000012442
ENSJJAG00000015485	ENSJJAP00000012445
ENSJJAG00000015486	ENSJJAP00000012444
ENSJJAG00000015487	ENSJJAP00000012454
ENSJJAG00000015487	ENSJJAP00000012456
ENSJJAG00000015487	ENSJJAP00000012460
ENSJJAG00000015488	ENSJJAP00000012451
ENSJJAG00000015489	ENSJJAP00000012452
ENSJJAG00000015490	ENSJJAP00000012457
ENSJJAG00000015491	ENSJJAP00000012459
ENSJJAG00000015492	ENSJJAP00000012455
ENSJJAG00000015493	ENSJJAP00000012461
ENSJJAG00000015494	ENSJJAP00000012458
ENSJJAG00000015495	ENSJJAP00000012465
ENSJJAG00000015496	ENSJJAP00000012462
ENSJJAG00000015497	ENSJJAP00000012466
ENSJJAG00000015498	ENSJJAP00000012464
ENSJJAG00000015499	ENSJJAP00000012469
ENSJJAG00000015500	ENSJJAP00000012463
ENSJJAG00000015501	ENSJJAP00000012511
ENSJJAG00000015501	ENSJJAP00000012518
ENSJJAG00000015501	ENSJJAP00000012525
ENSJJAG00000015501	ENSJJAP00000012527
ENSJJAG00000015502	ENSJJAP00000012487
ENSJJAG00000015502	ENSJJAP00000012488
ENSJJAG00000015503	ENSJJAP00000012467
ENSJJAG00000015504	ENSJJAP00000012503
ENSJJAG00000015504	ENSJJAP00000012506
ENSJJAG00000015504	ENSJJAP00000012510
ENSJJAG00000015505	ENSJJAP00000012468
ENSJJAG00000015506	ENSJJAP00000012483
ENSJJAG00000015506	ENSJJAP00000012486
ENSJJAG00000015507	ENSJJAP00000012482
ENSJJAG00000015508	ENSJJAP00000012471
ENSJJAG00000015509	ENSJJAP00000012470
ENSJJAG00000015510	ENSJJAP00000012474
ENSJJAG00000015511	ENSJJAP00000012495
ENSJJAG00000015511	ENSJJAP00000012498
ENSJJAG00000015511	ENSJJAP00000012500
ENSJJAG00000015512	ENSJJAP00000012476
ENSJJAG00000015513	ENSJJAP00000012497
ENSJJAG00000015513	ENSJJAP00000012501
ENSJJAG00000015514	ENSJJAP00000012484
ENSJJAG00000015514	ENSJJAP00000012485
ENSJJAG00000015515	ENSJJAP00000012473
ENSJJAG00000015516	ENSJJAP00000012477
ENSJJAG00000015516	ENSJJAP00000012478
ENSJJAG00000015516	ENSJJAP00000012480
ENSJJAG00000015517	ENSJJAP00000012491
ENSJJAG00000015518	ENSJJAP00000012481
ENSJJAG00000015519	ENSJJAP00000012494
ENSJJAG00000015520	ENSJJAP00000012556
ENSJJAG00000015520	ENSJJAP00000012565
ENSJJAG00000015520	ENSJJAP00000012571
ENSJJAG00000015521	ENSJJAP00000012479
ENSJJAG00000015522	ENSJJAP00000012493
ENSJJAG00000015523	ENSJJAP00000012542
ENSJJAG00000015523	ENSJJAP00000012548
ENSJJAG00000015524	ENSJJAP00000012492
ENSJJAG00000015525	ENSJJAP00000012520
ENSJJAG00000015525	ENSJJAP00000012530
ENSJJAG00000015526	ENSJJAP00000012647
ENSJJAG00000015526	ENSJJAP00000012649
ENSJJAG00000015526	ENSJJAP00000012656
ENSJJAG00000015526	ENSJJAP00000012657
ENSJJAG00000015526	ENSJJAP00000012662
ENSJJAG00000015527	ENSJJAP00000012502
ENSJJAG00000015528	ENSJJAP00000012496
ENSJJAG00000015529	ENSJJAP00000012570
ENSJJAG00000015529	ENSJJAP00000012576
ENSJJAG00000015529	ENSJJAP00000012583
ENSJJAG00000015529	ENSJJAP00000012586
ENSJJAG00000015529	ENSJJAP00000012606
ENSJJAG00000015530	ENSJJAP00000012507
ENSJJAG00000015530	ENSJJAP00000012509
ENSJJAG00000015531	ENSJJAP00000012512
ENSJJAG00000015531	ENSJJAP00000012516
ENSJJAG00000015532	ENSJJAP00000012504
ENSJJAG00000015533	ENSJJAP00000012508
ENSJJAG00000015534	ENSJJAP00000012515
ENSJJAG00000015534	ENSJJAP00000012522
ENSJJAG00000015535	ENSJJAP00000012514
ENSJJAG00000015536	ENSJJAP00000012513
ENSJJAG00000015537	ENSJJAP00000012517
ENSJJAG00000015538	ENSJJAP00000012519
ENSJJAG00000015539	ENSJJAP00000012560
ENSJJAG00000015539	ENSJJAP00000012561
ENSJJAG00000015539	ENSJJAP00000012567
ENSJJAG00000015540	ENSJJAP00000012523
ENSJJAG00000015541	ENSJJAP00000012532
ENSJJAG00000015541	ENSJJAP00000012533
ENSJJAG00000015542	ENSJJAP00000012524
ENSJJAG00000015543	ENSJJAP00000012535
ENSJJAG00000015544	ENSJJAP00000012529
ENSJJAG00000015545	ENSJJAP00000012734
ENSJJAG00000015545	ENSJJAP00000012744
ENSJJAG00000015546	ENSJJAP00000012537
ENSJJAG00000015547	ENSJJAP00000012526
ENSJJAG00000015548	ENSJJAP00000012544
ENSJJAG00000015548	ENSJJAP00000012545
ENSJJAG00000015549	ENSJJAP00000012585
ENSJJAG00000015549	ENSJJAP00000012590
ENSJJAG00000015549	ENSJJAP00000012595
ENSJJAG00000015550	ENSJJAP00000012534
ENSJJAG00000015551	ENSJJAP00000012547
ENSJJAG00000015552	ENSJJAP00000012536
ENSJJAG00000015553	ENSJJAP00000012541
ENSJJAG00000015554	ENSJJAP00000012538
ENSJJAG00000015555	ENSJJAP00000012572
ENSJJAG00000015556	ENSJJAP00000012539
ENSJJAG00000015557	ENSJJAP00000012584
ENSJJAG00000015557	ENSJJAP00000012589
ENSJJAG00000015557	ENSJJAP00000012596
ENSJJAG00000015557	ENSJJAP00000012598
ENSJJAG00000015557	ENSJJAP00000012602
ENSJJAG00000015558	ENSJJAP00000012552
ENSJJAG00000015558	ENSJJAP00000012554
ENSJJAG00000015558	ENSJJAP00000012559
ENSJJAG00000015559	ENSJJAP00000012540
ENSJJAG00000015560	ENSJJAP00000012543
ENSJJAG00000015561	ENSJJAP00000012550
ENSJJAG00000015562	ENSJJAP00000012546
ENSJJAG00000015563	ENSJJAP00000012549
ENSJJAG00000015563	ENSJJAP00000012553
ENSJJAG00000015564	ENSJJAP00000012563
ENSJJAG00000015564	ENSJJAP00000012569
ENSJJAG00000015565	ENSJJAP00000012551
ENSJJAG00000015566	ENSJJAP00000012558
ENSJJAG00000015567	ENSJJAP00000012555
ENSJJAG00000015568	ENSJJAP00000012557
ENSJJAG00000015569	ENSJJAP00000012568
ENSJJAG00000015569	ENSJJAP00000012578
ENSJJAG00000015570	ENSJJAP00000012566
ENSJJAG00000015570	ENSJJAP00000012574
ENSJJAG00000015571	ENSJJAP00000012604
ENSJJAG00000015571	ENSJJAP00000012609
ENSJJAG00000015571	ENSJJAP00000012616
ENSJJAG00000015571	ENSJJAP00000012621
ENSJJAG00000015572	ENSJJAP00000012840
ENSJJAG00000015573	ENSJJAP00000012562
ENSJJAG00000015574	ENSJJAP00000012564
ENSJJAG00000015575	ENSJJAP00000012620
ENSJJAG00000015576	ENSJJAP00000012587
ENSJJAG00000015576	ENSJJAP00000012593
ENSJJAG00000015577	ENSJJAP00000012573
ENSJJAG00000015578	ENSJJAP00000012599
ENSJJAG00000015579	ENSJJAP00000012577
ENSJJAG00000015579	ENSJJAP00000012582
ENSJJAG00000015580	ENSJJAP00000012575
ENSJJAG00000015580	ENSJJAP00000012580
ENSJJAG00000015581	ENSJJAP00000012579
ENSJJAG00000015582	ENSJJAP00000012612
ENSJJAG00000015582	ENSJJAP00000012614
ENSJJAG00000015583	ENSJJAP00000012581
ENSJJAG00000015584	ENSJJAP00000012594
ENSJJAG00000015585	ENSJJAP00000012588
ENSJJAG00000015586	ENSJJAP00000012700
ENSJJAG00000015586	ENSJJAP00000012714
ENSJJAG00000015586	ENSJJAP00000012718
ENSJJAG00000015587	ENSJJAP00000012591
ENSJJAG00000015588	ENSJJAP00000012592
ENSJJAG00000015589	ENSJJAP00000012601
ENSJJAG00000015590	ENSJJAP00000012876
ENSJJAG00000015590	ENSJJAP00000012897
ENSJJAG00000015590	ENSJJAP00000012905
ENSJJAG00000015591	ENSJJAP00000012603
ENSJJAG00000015592	ENSJJAP00000012600
ENSJJAG00000015593	ENSJJAP00000012597
ENSJJAG00000015594	ENSJJAP00000012605
ENSJJAG00000015595	ENSJJAP00000012672
ENSJJAG00000015595	ENSJJAP00000012682
ENSJJAG00000015595	ENSJJAP00000012684
ENSJJAG00000015595	ENSJJAP00000012686
ENSJJAG00000015596	ENSJJAP00000012618
ENSJJAG00000015596	ENSJJAP00000012622
ENSJJAG00000015597	ENSJJAP00000012625
ENSJJAG00000015597	ENSJJAP00000012631
ENSJJAG00000015597	ENSJJAP00000012637
ENSJJAG00000015598	ENSJJAP00000012638
ENSJJAG00000015599	ENSJJAP00000012615
ENSJJAG00000015600	ENSJJAP00000012608
ENSJJAG00000015600	ENSJJAP00000012613
ENSJJAG00000015601	ENSJJAP00000012607
ENSJJAG00000015602	ENSJJAP00000012652
ENSJJAG00000015602	ENSJJAP00000012658
ENSJJAG00000015603	ENSJJAP00000012610
ENSJJAG00000015604	ENSJJAP00000012611
ENSJJAG00000015605	ENSJJAP00000012619
ENSJJAG00000015606	ENSJJAP00000012881
ENSJJAG00000015606	ENSJJAP00000012888
ENSJJAG00000015606	ENSJJAP00000012896
ENSJJAG00000015607	ENSJJAP00000012642
ENSJJAG00000015608	ENSJJAP00000012624
ENSJJAG00000015609	ENSJJAP00000012617
ENSJJAG00000015610	ENSJJAP00000012632
ENSJJAG00000015610	ENSJJAP00000012633
ENSJJAG00000015610	ENSJJAP00000012635
ENSJJAG00000015611	ENSJJAP00000012634
ENSJJAG00000015612	ENSJJAP00000012626
ENSJJAG00000015613	ENSJJAP00000012685
ENSJJAG00000015613	ENSJJAP00000012688
ENSJJAG00000015614	ENSJJAP00000012627
ENSJJAG00000015614	ENSJJAP00000012630
ENSJJAG00000015615	ENSJJAP00000012623
ENSJJAG00000015616	ENSJJAP00000012628
ENSJJAG00000015617	ENSJJAP00000012629
ENSJJAG00000015618	ENSJJAP00000012655
ENSJJAG00000015618	ENSJJAP00000012659
ENSJJAG00000015618	ENSJJAP00000012660
ENSJJAG00000015618	ENSJJAP00000012667
ENSJJAG00000015619	ENSJJAP00000012715
ENSJJAG00000015619	ENSJJAP00000012720
ENSJJAG00000015620	ENSJJAP00000012646
ENSJJAG00000015621	ENSJJAP00000012636
ENSJJAG00000015622	ENSJJAP00000012641
ENSJJAG00000015623	ENSJJAP00000012640
ENSJJAG00000015624	ENSJJAP00000012639
ENSJJAG00000015625	ENSJJAP00000012663
ENSJJAG00000015626	ENSJJAP00000012704
ENSJJAG00000015627	ENSJJAP00000012692
ENSJJAG00000015627	ENSJJAP00000012697
ENSJJAG00000015627	ENSJJAP00000012701
ENSJJAG00000015628	ENSJJAP00000012666
ENSJJAG00000015628	ENSJJAP00000012675
ENSJJAG00000015629	ENSJJAP00000012643
ENSJJAG00000015630	ENSJJAP00000012671
ENSJJAG00000015631	ENSJJAP00000012654
ENSJJAG00000015632	ENSJJAP00000012644
ENSJJAG00000015633	ENSJJAP00000012645
ENSJJAG00000015634	ENSJJAP00000012674
ENSJJAG00000015634	ENSJJAP00000012680
ENSJJAG00000015635	ENSJJAP00000012648
ENSJJAG00000015636	ENSJJAP00000012650
ENSJJAG00000015637	ENSJJAP00000012651
ENSJJAG00000015638	ENSJJAP00000012653
ENSJJAG00000015639	ENSJJAP00000012665
ENSJJAG00000015640	ENSJJAP00000012693
ENSJJAG00000015640	ENSJJAP00000012696
ENSJJAG00000015640	ENSJJAP00000012699
ENSJJAG00000015640	ENSJJAP00000012709
ENSJJAG00000015641	ENSJJAP00000012670
ENSJJAG00000015641	ENSJJAP00000012678
ENSJJAG00000015642	ENSJJAP00000012661
ENSJJAG00000015643	ENSJJAP00000012695
ENSJJAG00000015644	ENSJJAP00000012683
ENSJJAG00000015644	ENSJJAP00000012690
ENSJJAG00000015645	ENSJJAP00000012668
ENSJJAG00000015646	ENSJJAP00000012669
ENSJJAG00000015647	ENSJJAP00000012676
ENSJJAG00000015648	ENSJJAP00000012664
ENSJJAG00000015649	ENSJJAP00000012673
ENSJJAG00000015650	ENSJJAP00000012681
ENSJJAG00000015651	ENSJJAP00000012694
ENSJJAG00000015652	ENSJJAP00000012679
ENSJJAG00000015653	ENSJJAP00000012691
ENSJJAG00000015654	ENSJJAP00000012677
ENSJJAG00000015655	ENSJJAP00000012745
ENSJJAG00000015656	ENSJJAP00000012689
ENSJJAG00000015657	ENSJJAP00000012687
ENSJJAG00000015658	ENSJJAP00000012702
ENSJJAG00000015659	ENSJJAP00000012698
ENSJJAG00000015660	ENSJJAP00000012836
ENSJJAG00000015661	ENSJJAP00000012711
ENSJJAG00000015662	ENSJJAP00000012703
ENSJJAG00000015663	ENSJJAP00000012705
ENSJJAG00000015664	ENSJJAP00000012706
ENSJJAG00000015665	ENSJJAP00000012708
ENSJJAG00000015666	ENSJJAP00000012707
ENSJJAG00000015667	ENSJJAP00000012710
ENSJJAG00000015668	ENSJJAP00000012723
ENSJJAG00000015669	ENSJJAP00000012716
ENSJJAG00000015670	ENSJJAP00000012712
ENSJJAG00000015670	ENSJJAP00000012713
ENSJJAG00000015671	ENSJJAP00000012765
ENSJJAG00000015672	ENSJJAP00000012717
ENSJJAG00000015672	ENSJJAP00000012719
ENSJJAG00000015673	ENSJJAP00000012721
ENSJJAG00000015673	ENSJJAP00000012724
ENSJJAG00000015674	ENSJJAP00000012728
ENSJJAG00000015675	ENSJJAP00000012729
ENSJJAG00000015676	ENSJJAP00000012725
ENSJJAG00000015677	ENSJJAP00000012727
ENSJJAG00000015678	ENSJJAP00000012726
ENSJJAG00000015679	ENSJJAP00000012722
ENSJJAG00000015680	ENSJJAP00000012733
ENSJJAG00000015681	ENSJJAP00000012730
ENSJJAG00000015682	ENSJJAP00000012751
ENSJJAG00000015683	ENSJJAP00000012737
ENSJJAG00000015684	ENSJJAP00000012761
ENSJJAG00000015685	ENSJJAP00000012732
ENSJJAG00000015685	ENSJJAP00000012735
ENSJJAG00000015685	ENSJJAP00000012739
ENSJJAG00000015686	ENSJJAP00000012731
ENSJJAG00000015686	ENSJJAP00000012738
ENSJJAG00000015687	ENSJJAP00000012767
ENSJJAG00000015688	ENSJJAP00000012736
ENSJJAG00000015689	ENSJJAP00000012907
ENSJJAG00000015689	ENSJJAP00000012912
ENSJJAG00000015690	ENSJJAP00000012741
ENSJJAG00000015691	ENSJJAP00000012788
ENSJJAG00000015691	ENSJJAP00000012794
ENSJJAG00000015692	ENSJJAP00000012747
ENSJJAG00000015692	ENSJJAP00000012753
ENSJJAG00000015692	ENSJJAP00000012759
ENSJJAG00000015693	ENSJJAP00000012740
ENSJJAG00000015694	ENSJJAP00000012764
ENSJJAG00000015695	ENSJJAP00000012749
ENSJJAG00000015695	ENSJJAP00000012756
ENSJJAG00000015696	ENSJJAP00000012748
ENSJJAG00000015697	ENSJJAP00000012781
ENSJJAG00000015698	ENSJJAP00000012743
ENSJJAG00000015699	ENSJJAP00000012742
ENSJJAG00000015700	ENSJJAP00000012810
ENSJJAG00000015700	ENSJJAP00000012814
ENSJJAG00000015701	ENSJJAP00000012762
ENSJJAG00000015701	ENSJJAP00000012766
ENSJJAG00000015702	ENSJJAP00000012754
ENSJJAG00000015703	ENSJJAP00000012746
ENSJJAG00000015704	ENSJJAP00000012757
ENSJJAG00000015705	ENSJJAP00000012807
ENSJJAG00000015705	ENSJJAP00000012816
ENSJJAG00000015705	ENSJJAP00000012821
ENSJJAG00000015706	ENSJJAP00000012750
ENSJJAG00000015707	ENSJJAP00000012752
ENSJJAG00000015708	ENSJJAP00000012755
ENSJJAG00000015709	ENSJJAP00000012758
ENSJJAG00000015710	ENSJJAP00000012760
ENSJJAG00000015711	ENSJJAP00000012763
ENSJJAG00000015712	ENSJJAP00000012803
ENSJJAG00000015713	ENSJJAP00000012789
ENSJJAG00000015714	ENSJJAP00000012768
ENSJJAG00000015715	ENSJJAP00000012790
ENSJJAG00000015715	ENSJJAP00000012796
ENSJJAG00000015716	ENSJJAP00000012775
ENSJJAG00000015716	ENSJJAP00000012777
ENSJJAG00000015717	ENSJJAP00000012783
ENSJJAG00000015718	ENSJJAP00000012770
ENSJJAG00000015719	ENSJJAP00000012769
ENSJJAG00000015720	ENSJJAP00000012771
ENSJJAG00000015721	ENSJJAP00000012774
ENSJJAG00000015722	ENSJJAP00000012778
ENSJJAG00000015722	ENSJJAP00000012782
ENSJJAG00000015723	ENSJJAP00000012773
ENSJJAG00000015724	ENSJJAP00000012772
ENSJJAG00000015725	ENSJJAP00000012776
ENSJJAG00000015726	ENSJJAP00000012784
ENSJJAG00000015727	ENSJJAP00000012779
ENSJJAG00000015728	ENSJJAP00000012786
ENSJJAG00000015729	ENSJJAP00000012797
ENSJJAG00000015730	ENSJJAP00000012780
ENSJJAG00000015731	ENSJJAP00000012793
ENSJJAG00000015732	ENSJJAP00000012785
ENSJJAG00000015733	ENSJJAP00000012787
ENSJJAG00000015734	ENSJJAP00000012802
ENSJJAG00000015735	ENSJJAP00000012827
ENSJJAG00000015736	ENSJJAP00000012792
ENSJJAG00000015737	ENSJJAP00000012791
ENSJJAG00000015737	ENSJJAP00000012798
ENSJJAG00000015738	ENSJJAP00000012795
ENSJJAG00000015739	ENSJJAP00000012800
ENSJJAG00000015740	ENSJJAP00000012815
ENSJJAG00000015740	ENSJJAP00000012818
ENSJJAG00000015741	ENSJJAP00000012826
ENSJJAG00000015742	ENSJJAP00000012799
ENSJJAG00000015743	ENSJJAP00000012805
ENSJJAG00000015744	ENSJJAP00000012804
ENSJJAG00000015744	ENSJJAP00000012808
ENSJJAG00000015745	ENSJJAP00000012801
ENSJJAG00000015746	ENSJJAP00000012858
ENSJJAG00000015746	ENSJJAP00000012863
ENSJJAG00000015747	ENSJJAP00000012806
ENSJJAG00000015747	ENSJJAP00000012811
ENSJJAG00000015748	ENSJJAP00000012812
ENSJJAG00000015749	ENSJJAP00000012809
ENSJJAG00000015750	ENSJJAP00000012813
ENSJJAG00000015751	ENSJJAP00000012819
ENSJJAG00000015752	ENSJJAP00000012817
ENSJJAG00000015753	ENSJJAP00000012839
